emp_id,firstname,lastname,startdate,exitdate,title,supervisor,businessunit,employeestatus,employeetype,payzone,employeeclassificationtype,terminationdescription,departmenttype,division,dob,state,jobfunctiondescription,gendercode,locationcode,racedesc,maritaldesc,performance_score,current_rating,is_active
1095,Karen,Mancuso,2023-04-07,,Production Technician II,Jamie Frye,WBL,Active,Full-Time,Zone A,Temporary,Active,Production       ,Engineers,,MA,Engineer,Female,2176,Hispanic,Divorced,Fully Meets,3,True
1096,Linda,Anderson,2022-02-15,2022-10-19,Production Technician I,Adam Hunt,PYZ,Active,Part-Time,Zone C,Part-Time,Issue loss day provide everyone white.,Production       ,Shop (Fleet),,MA,Mechanic,Female,1844,Asian,Married,Fully Meets,3,False
1097,Nilson,Fernandes,2023-07-17,2023-08-03,Production Technician I,Jeffrey Saunders,SVG,Active,Contract,Zone B,Part-Time,Blue star hospital work.,Production       ,Field Operations,,MA,Technician,Male,2132,Hispanic,Divorced,Fully Meets,3,False
1098,Alain,Robinson,2019-05-03,2023-06-02,Production Technician I,Stephanie Griffin,PL,Voluntarily Terminated,Part-Time,Zone A,Temporary,Meet fight night. Image room nation.,Production       ,General - Eng,,MA,Engineer,Male,1420,Asian,Widowed,Fully Meets,3,False
1099,Seffi,Shields,2022-03-25,2022-04-22,Production Technician I,Robert Sullivan,SVG,Active,Part-Time,Zone A,Part-Time,Person say might throw war scientist.,Production       ,Field Operations,,MA,Laborer,Female,2149,Other,Single,Fully Meets,3,False
1100,Horia,Ndzi,2020-04-07,,Production Technician I,Charles Delacruz,EW,Active,Full-Time,Zone C,Temporary,Active,Production       ,Field Operations,,MA,Laborer,Male,2421,White,Divorced,Fully Meets,3,True
1101,Evelyn,Girifalco,2021-03-10,,Production Technician I,John Alvarez,TNS,Active,Full-Time,Zone A,Part-Time,Active,Production       ,Engineers,,MA,Engineer,Female,2451,White,Widowed,Fully Meets,3,True
1102,Ermine,Pelletier,2019-08-04,,Production Technician II,Margaret Lee,EW,Active,Part-Time,Zone A,Part-Time,Active,Production       ,General - Con,,MA,Groundman,Female,2472,Black,Single,Fully Meets,3,True
1103,Samuel,MacLennan,2021-04-11,2023-05-27,Production Technician I,Chad Moreno,BPC,Voluntarily Terminated,Full-Time,Zone C,Temporary,Garden sit drive assume large seat.,Production       ,Splicing,,MA,Splicer,Male,1938,Asian,Widowed,Fully Meets,3,False
1104,Sean,Bernstein,2019-06-16,,Production Technician I,Matthew West,PYZ,Active,Part-Time,Zone C,Temporary,Active,Production       ,General - Eng,,MA,Supervisor,Male,2072,Asian,Divorced,Fully Meets,3,True
1105,Shakira,Perry,2020-10-08,2022-12-04,Production Technician I,Mark Jacobs,PL,Voluntarily Terminated,Contract,Zone A,Full-Time,Others suggest generation budget large west real.,Production       ,General - Con,,MA,Technician,Female,2176,Hispanic,Single,Fully Meets,3,False
1106,Michael J,Fitzpatrick,2021-08-18,,Production Technician II,Isaac Long,BPC,Active,Full-Time,Zone B,Temporary,Active,Production       ,Aerial,,MA,Lineman,Male,2143,Other,Single,Fully Meets,3,True
1107,Cybil,Trzeciak,2020-03-16,,Production Technician II,Amanda Marshall,BPC,Active,Contract,Zone A,Part-Time,Active,Production       ,Wireline Construction,,MA,Laborer,Female,1778,Other,Single,Fully Meets,3,True
1108,Barry,Wilber,2019-01-24,,Production Technician I,Danielle Jones,TNS,Active,Full-Time,Zone A,Full-Time,Active,Production       ,General - Con,,MA,Flagger,Male,2324,White,Married,Fully Meets,3,True
1109,Enola,Chivukula,2022-06-11,2022-09-25,Production Technician I,Timothy Moore,EW,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Large although outside technology office.,Production       ,Field Operations,,MA,Laborer,Female,1775,White,Divorced,Fully Meets,3,False
1110,Joelle,Burke,2022-07-02,,Production Technician II,Joshua Vasquez,NEL,Active,Full-Time,Zone B,Temporary,Active,Production       ,General - Con,,MA,Foreman,Female,2148,Asian,Single,Fully Meets,3,True
1111,Alexandra,Kirill,2019-09-08,2020-08-29,Production Technician I,Mark Hernandez,BPC,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Gun fly subject those. Must member financial.,Production       ,Splicing,,MA,Splicer,Female,2127,White,Widowed,Fully Meets,3,False
1112,Celeste,Johnson,2022-07-10,,Production Technician I,Kristi Andrews,MSC,Active,Full-Time,Zone A,Part-Time,Active,Production       ,Engineers,,MA,Project Manager,Female,84262,White,Single,Fully Meets,3,True
1113,Nathalia,Hendrix,2022-04-24,,Production Technician I,Kenneth Carter,NEL,Active,Contract,Zone B,Part-Time,Active,Production       ,General - Con,,MA,Lineman,Female,31490,Asian,Divorced,Fully Meets,3,True
1114,Justus,Bowen,2020-03-31,,Production Technician I,John Smith,PL,Active,Full-Time,Zone C,Part-Time,Active,Production       ,General - Con,,MA,Laborer,Female,59522,Hispanic,Widowed,Fully Meets,3,True
1115,Marcus,Bender,2019-03-23,,Production Technician I,Bradley Butler,PYZ,Active,Contract,Zone A,Part-Time,Active,Production       ,Field Operations,,MA,Technician,Male,63452,Black,Widowed,Fully Meets,3,True
1116,Ryker,Logan,2019-03-09,2023-07-12,Production Technician I,Ryan Jenkins,SVG,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Maintain program process present knowledge PM.,Production       ,Field Operations,,MA,Clerk,Male,50055,White,Divorced,Fully Meets,3,False
1117,Payten,Middleton,2019-02-21,2019-03-06,Production Technician I,Dennis Martinez,TNS,Voluntarily Terminated,Full-Time,Zone C,Temporary,Place impact which although.,Production       ,General - Con,,MA,Technician,Male,6139,Other,Divorced,Fully Meets,3,False
1118,Harrison,Hunt,2019-10-04,2022-11-26,Production Technician I,Stephen Parks,WBL,Active,Full-Time,Zone B,Temporary,Power picture early anyone.,Production       ,Engineers,,MA,Project Manager,Male,44761,Asian,Divorced,Fully Meets,3,False
1119,Orlando,Henderson,2019-11-24,2020-12-20,Production Technician I,Brenda Garza DDS,BPC,Active,Part-Time,Zone C,Part-Time,City mouth training radio Mrs.,Production       ,Field Operations,,MA,Laborer,Female,49105,White,Single,Fully Meets,3,False
1120,Darian,Potts,2020-08-17,,Production Technician I,Ms. Diane Bradshaw DVM,CCDR,Active,Part-Time,Zone B,Temporary,Active,Production       ,People Services,,MA,Administration,Female,24637,Black,Divorced,Fully Meets,3,True
1121,Isabela,Collins,2021-03-16,,Production Manager,Alyssa Gill,EW,Active,Part-Time,Zone C,Full-Time,Active,Production       ,Aerial,,MA,Lineman,Female,87582,Hispanic,Widowed,Fully Meets,3,True
1122,Sierra,Macias,2021-11-16,2022-08-26,Production Manager,Miss Haley Duke DVM,MSC,Active,Contract,Zone C,Part-Time,Food ball huge out simply according.,Production       ,General - Con,,MA,Technician,Female,35632,White,Married,Fully Meets,3,False
1123,Giuliana,Farmer,2022-05-03,,Production Manager,Barbara Gardner,NEL,Active,Full-Time,Zone B,Full-Time,Active,Production       ,Field Operations,,MA,Lineman,Female,38475,Other,Married,Fully Meets,3,True
1124,Pierce,Robbins,2019-12-24,2022-11-11,Production Manager,Monique Hudson DDS,PL,Active,Full-Time,Zone A,Full-Time,Strategy fear tough wife here now.,Production       ,Engineers,,MA,Technician,Female,80817,Other,Married,Fully Meets,3,False
1125,Lamont,Bridges,2021-10-21,,Production Technician II,Angela Peterson,WBL,Active,Contract,Zone B,Part-Time,Active,Production       ,Aerial,,MA,Lineman,Male,10511,Hispanic,Married,Fully Meets,3,True
1126,Gretchen,Richard,2018-09-08,2020-03-06,Production Technician II,Tony Pratt,NEL,Voluntarily Terminated,Part-Time,Zone C,Temporary,Feeling usually west peace money political the.,Production       ,Engineers,,MA,Engineer,Male,6305,White,Divorced,Fully Meets,3,False
1127,Axel,Hart,2019-02-26,,Production Technician II,Keith Lyons,PL,Active,Full-Time,Zone A,Full-Time,Active,Production       ,General - Con,,MA,Technician,Male,33576,White,Married,Fully Meets,3,True
1128,Emma,Escobar,2023-04-21,,Production Technician II,Kevin Calderon,BPC,Active,Part-Time,Zone B,Part-Time,Active,Production       ,General - Con,,MA,Technician,Female,12707,Hispanic,Married,Fully Meets,3,True
1129,Maximilian,Craig,2019-09-19,2021-10-23,Production Technician II,Laura Reid,CCDR,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Mission media writer cell.,Production       ,Field Operations,,MA,Tower Hand,Female,73131,Other,Married,Fully Meets,3,False
1130,Erik,Padilla,2020-12-23,,Production Technician I,Stacey Fowler,SVG,Active,Contract,Zone A,Part-Time,Active,Production       ,Technology / It,,MA,Intern,Female,37659,Hispanic,Divorced,Fully Meets,3,True
1131,Gilbert,Duffy,2019-03-29,,Production Technician I,Stephen Hebert,EW,Active,Part-Time,Zone B,Part-Time,Active,Production       ,Splicing,,MA,Operator,Female,48502,Black,Single,Fully Meets,3,True
1132,Raymond,Ayers,2021-05-15,2023-05-03,Production Technician I,James Burgess,NEL,Voluntarily Terminated,Contract,Zone B,Full-Time,Note claim hundred central bad.,Production       ,Aerial,,MA,Laborer,Female,88428,Hispanic,Widowed,Fully Meets,3,False
1133,Vincent,Wyatt,2022-03-14,2022-10-02,Production Technician I,Jordan Robinson,PL,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Field year certainly data sense table yes.,Production       ,Aerial,,MA,Engineer,Female,95347,Hispanic,Married,Fully Meets,3,False
1134,Micah,Stanley,2021-12-06,2022-01-08,Production Technician I,Matthew Baker,BPC,Voluntarily Terminated,Part-Time,Zone C,Temporary,For majority down.,Production       ,General - Con,,MA,Technician,Female,80920,Asian,Single,Fully Meets,3,False
1135,Evan,Chen,2021-10-27,,Production Technician I,Anita Dudley,CCDR,Active,Full-Time,Zone A,Temporary,Active,Production       ,Engineers,,MA,Principal,Male,7440,Other,Widowed,Fully Meets,3,True
1136,Serenity,Thornton,2023-04-01,,Production Technician I,Marilyn Cook,SVG,Active,Full-Time,Zone A,Temporary,Active,Production       ,Field Operations,,MA,Driver,Male,84202,Other,Divorced,Fully Meets,3,True
1137,Talan,Rivas,2019-05-29,,Production Technician I,Brian Hamilton,EW,Active,Full-Time,Zone C,Part-Time,Active,Production       ,Field Operations,,MA,Laborer,Male,3187,Black,Single,Fully Meets,3,True
1138,Calvin,Braun,2019-07-12,2022-07-12,Production Technician I,David Park,MSC,Active,Full-Time,Zone B,Temporary,It stay center free vote.,Production       ,General - Eng,,MA,Coordinator,Male,2766,Black,Divorced,Fully Meets,3,False
1139,Cale,Bender,2018-08-10,2022-02-21,Production Technician I,Victoria Campbell,TNS,Active,Contract,Zone A,Temporary,Most could result else think this window.,Production       ,Splicing,,MA,Technician,Male,75014,Hispanic,Married,Fully Meets,3,False
1140,Kirsten,Vance,2021-09-29,,Production Technician I,Anthony Steele,PYZ,Active,Part-Time,Zone C,Full-Time,Active,Production       ,Engineers,,MA,Engineer,Female,53486,Black,Single,Fully Meets,3,True
1141,Cade,Cox,2021-08-05,,Production Technician I,Terry Henson,WBL,Active,Contract,Zone A,Full-Time,Active,Production       ,Field Operations,,MA,Locator,Female,73898,Black,Divorced,Fully Meets,3,True
1142,Ibrahim,Wolfe,2023-08-02,,Production Manager,Katie Lucas,NEL,Active,Full-Time,Zone B,Temporary,Active,Production       ,Project Management - Con,,MA,Coordinator,Female,89723,Asian,Married,Fully Meets,3,True
1143,Elianna,Schmitt,2018-09-02,2021-07-28,Production Manager,Margaret Gamble,PL,Active,Contract,Zone A,Full-Time,Year total care thousand what each.,Production       ,Field Operations,,MA,Lineman,Female,46695,Hispanic,Widowed,Fully Meets,3,False
1144,Colby,Wolfe,2019-10-13,,Production Manager,Heidi Wang,BPC,Active,Part-Time,Zone B,Part-Time,Active,Production       ,Wireline Construction,,MA,Project Manager,Female,12711,Asian,Single,Fully Meets,3,True
1145,Autumn,Barrera,2020-09-24,,Production Technician II,David Moore,TNS,Active,Contract,Zone B,Full-Time,Active,Production       ,Shop (Fleet),,MA,Shop,Male,66792,Hispanic,Married,Fully Meets,3,True
1146,Emmalee,Cervantes,2023-08-06,,Production Technician II,Richard Harvey,SVG,Active,Contract,Zone C,Part-Time,Active,Production       ,Field Operations,,MA,Groundman,Male,81317,Hispanic,Divorced,Fully Meets,3,True
1147,Ernest,Willis,2019-06-11,2022-02-27,Production Technician II,Lisa Shaw,PYZ,Voluntarily Terminated,Full-Time,Zone B,Full-Time,By small force myself team industry.,Production       ,General - Con,,MA,Lineman,Female,50894,Black,Single,Fully Meets,3,False
1148,Jaxon,Anderson,2019-02-14,,Production Technician II,Christopher Adams,PL,Active,Part-Time,Zone A,Temporary,Active,Production       ,Wireline Construction,,MA,Project Manager,Female,22415,Black,Married,Fully Meets,3,True
1149,Precious,Caldwell,2022-03-17,,Production Technician II,Brittany Brown,NEL,Active,Part-Time,Zone C,Temporary,Active,Production       ,Field Operations,,MA,Locator,Female,5855,Asian,Married,Fully Meets,3,True
1150,Yahir,Serrano,2020-08-05,,Production Technician I,Riley Schultz,MSC,Active,Part-Time,Zone A,Full-Time,Active,Production       ,Aerial,,MA,Lineman,Female,64124,White,Single,Fully Meets,3,True
1151,Krystal,Peterson,2022-08-23,,Production Technician I,Bradley Mitchell,EW,Active,Part-Time,Zone A,Part-Time,Active,Production       ,Field Operations,,MA,Laborer,Male,2497,Asian,Widowed,Fully Meets,3,True
1152,Jadyn,Haley,2023-01-12,,Production Technician I,Misty Mcknight,CCDR,Active,Full-Time,Zone A,Full-Time,Active,Production       ,Engineers,,MA,Engineer,Female,36242,Other,Divorced,Fully Meets,3,True
1153,Davis,Roberts,2020-04-14,2021-09-10,Production Technician I,Brian Hudson,EW,Voluntarily Terminated,Part-Time,Zone A,Temporary,Ok though floor sense want future.,Production       ,Field Operations,,MA,Laborer,Female,87428,Asian,Divorced,Fully Meets,3,False
1154,Meadow,Avery,2021-09-27,2023-02-05,Production Technician I,Andrew Perez,MSC,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Leader above room hand collection imagine.,Production       ,Field Operations,,MA,Laborer,Female,76772,White,Married,Fully Meets,3,False
1155,Allyson,Owen,2018-11-17,2020-03-12,Production Technician I,Kimberly Marshall,NEL,Voluntarily Terminated,Contract,Zone A,Temporary,Provide machine statement now.,Production       ,Finance & Accounting,,MA,Clerk,Female,21218,Other,Married,Fully Meets,3,False
1156,Francisco,Simon,2019-07-22,2023-02-28,Production Technician I,Ashley Washington,PL,Voluntarily Terminated,Contract,Zone A,Full-Time,Science available hard.,Production       ,Billable Consultants,,MA,Project Manager,Male,94316,Hispanic,Married,Fully Meets,3,False
1157,Trent,Christian,2019-02-10,,Production Technician I,Kristen Chan,PYZ,Active,Part-Time,Zone A,Temporary,Active,Production       ,Wireline Construction,,MA,Manager,Male,39746,Hispanic,Married,Fully Meets,3,True
1158,Chaya,Boyd,2018-11-22,2020-07-19,Production Technician I,Sean Ellis,SVG,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Himself final success these or card strategy.,Production       ,Field Operations,,MA,Technician,Male,96001,Asian,Widowed,Fully Meets,3,False
1159,Nehemiah,Rivas,2023-04-23,,Production Technician I,Jennifer Cox,TNS,Active,Part-Time,Zone A,Temporary,Active,Production       ,Splicing,,MA,Splicer,Male,62733,Other,Divorced,Fully Meets,3,True
1160,Wyatt,Spence,2022-12-26,2023-05-23,Production Technician I,Kevin Coleman,WBL,Active,Part-Time,Zone B,Full-Time,Help economic analysis campaign young leg.,Production       ,General - Con,,MA,Flagger,Female,66418,Asian,Single,Fully Meets,3,False
1161,Abram,Fisher,2020-06-14,,Production Technician I,Brian Henderson,PYZ,Active,Contract,Zone B,Part-Time,Active,Production       ,Yard (Material Handling),,MA,Runner,Female,78453,Other,Widowed,Fully Meets,3,True
1162,Jayleen,Oconnell,2022-03-29,2023-05-20,Production Technician I,Alyssa Myers DVM,WBL,Active,Full-Time,Zone C,Temporary,For law simple design entire while.,Production       ,General - Con,,MA,Laborer,Female,85444,Asian,Widowed,Fully Meets,3,False
1163,Jordon,Meadows,2022-12-18,,Production Manager,Julie Griffin,NEL,Active,Contract,Zone A,Part-Time,Active,Production       ,Project Management - Con,,MA,Manager,Female,93166,White,Divorced,Fully Meets,3,True
1164,Justice,Pineda,2019-03-21,,Production Manager,Curtis Fitzpatrick,PL,Active,Part-Time,Zone A,Part-Time,Active,Production       ,General - Sga,,MA,Project Coordinator,Female,12732,Other,Married,Fully Meets,3,True
1165,Isiah,Decker,2021-02-08,,Production Manager,Elizabeth Garcia,BPC,Active,Full-Time,Zone C,Full-Time,Active,Production       ,Field Operations,,MA,Laborer,Female,48895,Other,Widowed,Fully Meets,3,True
1166,Giada,Boone,2022-06-06,,Production Technician II,Michelle Castillo,WBL,Active,Full-Time,Zone A,Temporary,Active,Production       ,Field Operations,,MA,Foreman,Male,73043,Other,Married,Fully Meets,3,True
1167,Camryn,Guerra,2021-11-01,,Production Technician II,Caroline Grant,NEL,Active,Contract,Zone B,Full-Time,Active,Production       ,Field Operations,,MA,Laborer,Female,69064,Other,Single,Fully Meets,3,True
1168,Melody,Rollins,2023-01-19,,Production Technician II,Mark Ellis,PL,Active,Contract,Zone A,Full-Time,Active,Production       ,Field Operations,,MA,Assistant,Female,85041,White,Married,Fully Meets,3,True
1169,Lucia,Cummings,2020-07-30,,Production Technician II,Mrs. Danielle Dickerson DDS,BPC,Active,Contract,Zone B,Part-Time,Active,Production       ,Field Operations,,MA,Operator,Female,66037,Asian,Single,Fully Meets,3,True
1170,Jaylen,Serrano,2023-07-16,,Production Technician II,Stacy Ellis,CCDR,Active,Part-Time,Zone C,Full-Time,Active,Production       ,Underground,,MA,Laborer,Female,53112,Black,Single,Fully Meets,3,True
1171,Jayson,Bright,2022-06-16,,Production Technician I,Hannah Bailey,SVG,Active,Part-Time,Zone A,Part-Time,Active,Production       ,Field Operations,,MA,Laborer,Female,93320,Hispanic,Single,Fully Meets,3,True
1172,Carlie,Wilkerson,2021-06-13,2022-05-27,Production Technician I,Charles Rogers,EW,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Truth game down which.,Production       ,Engineers,,MA,Engineer,Male,39849,Asian,Married,Fully Meets,3,False
1173,Kaylyn,Patrick,2020-11-14,2021-11-01,Production Technician I,Christine Foster,BPC,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Sure trip sound action.,Production       ,Isp,,MA,Manager,Female,38596,White,Widowed,Fully Meets,3,False
1174,Evie,Pope,2020-06-16,2023-03-13,Production Technician I,Tyler Brown,CCDR,Voluntarily Terminated,Full-Time,Zone C,Temporary,Treatment power card almost pretty sister.,Production       ,Field Operations,,MA,Construction Manager,Female,31731,Other,Widowed,Fully Meets,3,False
1175,Nayeli,Kelley,2018-12-20,2020-12-24,Production Technician I,Holly Nichols,EW,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Reduce subject positive war score interesting.,Production       ,Catv,,MA,Laborer,Female,38710,Asian,Divorced,Fully Meets,3,False
1176,Krista,Franco,2022-10-29,,Production Technician I,Jennifer Phillips,MSC,Active,Contract,Zone A,Part-Time,Active,Production       ,Engineers,,MA,Project Manager,Female,7184,White,Married,Fully Meets,3,True
1177,Teresa,Farrell,2020-07-20,,Production Technician I,Shannon Cruz,NEL,Active,Contract,Zone A,Temporary,Active,Production       ,Aerial,,MA,Lineman,Female,13425,Other,Married,Fully Meets,3,True
1178,Dorian,Fox,2021-10-03,2021-12-19,Production Technician I,Jamie Lowe,PL,Voluntarily Terminated,Contract,Zone C,Part-Time,Occur air as along approach.,Production       ,Field Operations,,MA,Laborer,Male,93796,Other,Single,Fully Meets,3,False
1179,Madeleine,Sherman,2022-07-16,,Production Technician I,Paige Calderon,PYZ,Active,Part-Time,Zone A,Full-Time,Active,Production       ,Aerial,,MA,Supervisor,Male,92453,Black,Divorced,Fully Meets,3,True
1180,Allan,Butler,2020-06-30,,Production Technician I,Jacob Taylor,SVG,Active,Full-Time,Zone B,Full-Time,Active,Production       ,Underground,,MA,Laborer,Male,10449,Hispanic,Single,Fully Meets,3,True
1181,Nevaeh,Davila,2021-06-13,,Production Technician I,Sandra Pollard,TNS,Active,Full-Time,Zone C,Part-Time,Active,Production       ,Wireline Construction,,MA,Laborer,Male,14795,Other,Married,Fully Meets,3,True
1182,Gunnar,Webster,2020-12-29,2022-10-24,Production Technician I,Alex Cox,WBL,Active,Full-Time,Zone C,Temporary,Here best worry rich might about yourself.,Production       ,Splicing,,MA,Splicer,Female,60901,Black,Divorced,Fully Meets,3,False
1183,Aydin,Tate,2022-02-03,,Production Technician I,Jon Adams,BPC,Active,Part-Time,Zone A,Full-Time,Active,Production       ,Catv,,MA,Technician,Female,64083,Black,Married,Fully Meets,3,True
1184,Patrick,Mckinney,2022-01-10,2023-05-11,Production Technician I,Cassandra Cox,CCDR,Active,Full-Time,Zone B,Temporary,New out peace director fish.,Production       ,Wireline Construction,,MA,Foreman,Female,50781,Hispanic,Divorced,Fully Meets,3,False
1185,Milagros,Foley,2018-12-13,,Production Manager,Lucas Duffy,EW,Active,Part-Time,Zone A,Full-Time,Active,Production       ,Fielders,,MA,Engineer,Female,67399,Other,Widowed,Fully Meets,3,True
1186,Rachael,Buck,2021-03-03,,Production Manager,Ashley Ellis,MSC,Active,Full-Time,Zone A,Temporary,Active,Production       ,Splicing,,MA,Tester,Female,82086,Hispanic,Single,Fully Meets,3,True
1187,Rigoberto,Townsend,2021-07-04,,Production Manager,Allison Figueroa,NEL,Active,Part-Time,Zone A,Full-Time,Active,Production       ,Aerial,,MA,Supervisor,Female,97001,Black,Single,Fully Meets,3,True
1188,Reagan,Odonnell,2020-02-06,2021-07-21,Production Technician II,Alex Bernard,WBL,Voluntarily Terminated,Contract,Zone B,Part-Time,Direction west appear son school anything.,Production       ,General - Sga,,MA,Estimator,Male,13562,Black,Divorced,Fully Meets,3,False
1189,Roy,Morse,2020-06-28,2022-07-11,Production Technician II,Micheal Bryant,NEL,Voluntarily Terminated,Contract,Zone C,Full-Time,Somebody pass again say cultural.,Production       ,General - Eng,,MA,Engineer,Female,55949,Other,Married,Fully Meets,3,False
1190,Rafael,Buchanan,2020-12-22,2021-11-20,Production Technician II,Bryan Simpson,PL,Voluntarily Terminated,Contract,Zone B,Full-Time,Table day sit wish attention marriage cause.,Production       ,Project Management - Eng,,MA,Project Manager,Female,88496,Hispanic,Married,Fully Meets,3,False
1191,Kaitlynn,Herman,2019-11-24,,Production Technician II,Tamara Carter,BPC,Active,Full-Time,Zone B,Full-Time,Active,Production       ,Wireline Construction,,MA,Billing,Female,55947,Black,Divorced,Fully Meets,3,True
1192,Marquise,Santana,2022-09-23,,Production Technician II,Bryan Harris,CCDR,Active,Full-Time,Zone C,Full-Time,Active,Production       ,General - Con,,MA,Technician,Female,75540,White,Single,Fully Meets,3,True
1193,Jamarion,Mitchell,2020-02-06,2022-01-23,Production Technician I,Anna Meyers,SVG,Voluntarily Terminated,Full-Time,Zone B,Temporary,Onto focus address treat before ability.,Production       ,Aerial,,MA,Foreman,Female,68342,Black,Married,Fully Meets,3,False
1194,Gabrielle,Hardy,2019-01-14,2021-08-06,Production Technician I,Christopher Levy,EW,Voluntarily Terminated,Full-Time,Zone C,Temporary,Tonight answer benefit second commercial law.,Production       ,Field Operations,,MA,Foreman,Male,5779,Asian,Widowed,Fully Meets,3,False
1195,Savion,Stokes,2019-06-25,2022-05-15,Production Technician I,David Maddox,TNS,Leave of Absence,Part-Time,Zone C,Part-Time,Window management move.,Production       ,Wireline Construction,,MA,Foreman,Female,91065,Hispanic,Widowed,Fully Meets,3,False
1196,Trevin,Summers,2019-03-09,,Production Technician I,John Lambert,PYZ,Active,Part-Time,Zone C,Temporary,Active,Production       ,General - Eng,,MA,Administrator,Female,47386,Other,Married,Fully Meets,3,True
1197,Hailie,Bell,2020-06-13,,Production Technician I,Anthony Cross,WBL,Active,Full-Time,Zone B,Part-Time,Active,Production       ,Safety,,MA,Administrative,Female,38009,Hispanic,Divorced,Fully Meets,3,True
1198,Audrey,Stevens,2019-01-22,,Production Technician I,Daniel Blackburn,NEL,Active,Contract,Zone B,Part-Time,Active,Production       ,Field Operations,,MA,Laborer,Female,61843,Asian,Married,Fully Meets,3,True
1199,Jason,Munoz,2020-12-12,,Production Technician I,Richard Graves,PL,Active,Full-Time,Zone B,Part-Time,Active,Production       ,Field Operations,,MA,Laborer,Female,75258,White,Widowed,Fully Meets,3,True
1200,Carlee,Foley,2022-04-27,,Production Technician I,Sheryl Scott,BPC,Active,Part-Time,Zone A,Full-Time,Active,Production       ,General - Con,,MA,Laborer,Female,62616,Other,Married,Fully Meets,3,True
1201,Sarahi,Dodson,2022-04-11,2022-09-26,Production Technician I,Robert Hill,CCDR,Voluntarily Terminated,Contract,Zone A,Part-Time,Information race relate rich poor already make.,Production       ,General - Con,,MA,Flagger,Male,53450,Other,Divorced,Fully Meets,3,False
1202,Faith,Carey,2022-09-01,2022-12-02,Production Technician I,Emily Rogers,SVG,Voluntarily Terminated,Contract,Zone B,Temporary,Tough that inside relate hundred leave.,Production       ,Wireline Construction,,MA,Model Assistant,Male,9799,White,Widowed,Fully Meets,3,False
1203,Mylie,Salazar,2018-09-08,,Production Technician I,Jasmine Johnson,EW,Active,Contract,Zone A,Part-Time,Active,Production       ,Engineers,,MA,Engineer,Male,14153,White,Divorced,Fully Meets,3,True
1204,Pablo,Parker,2022-11-24,2023-08-05,Production Technician I,Melissa Tucker,MSC,Active,Full-Time,Zone B,Temporary,Attention summer we. Suffer impact imagine we.,Production       ,General - Sga,,MA,Vp,Male,76112,White,Married,Fully Meets,3,False
1205,Ulises,Shea,2020-07-23,,Production Technician I,Timothy Higgins,TNS,Active,Full-Time,Zone C,Part-Time,Active,Production       ,Yard (Material Handling),,MA,Shop,Female,73101,Hispanic,Single,Fully Meets,3,True
1206,Bethany,Terry,2018-12-28,2023-05-15,Production Technician I,Richard Scott,PYZ,Active,Part-Time,Zone C,Part-Time,Various step without couple within at gun.,Production       ,Engineers,,MA,Drafter,Female,82378,White,Divorced,Fully Meets,3,False
1207,Kamari,Holloway,2019-10-01,,Production Technician I,Hunter Hill,WBL,Active,Contract,Zone B,Full-Time,Active,Production       ,Wireline Construction,,MA,Laborer,Female,63878,White,Divorced,Fully Meets,3,True
1208,Jazlene,Mcdaniel,2019-08-17,2019-10-25,Production Manager,Melissa Greene,NEL,Active,Contract,Zone A,Part-Time,Decision example see low someone. Ball week that.,Production       ,Wireline Construction,,MA,Laborer,Female,59862,Black,Single,Fully Meets,3,False
1209,Dane,Kelly,2023-05-31,,Production Manager,Edwin Guerrero,PL,Active,Part-Time,Zone A,Part-Time,Active,Production       ,Wireline Construction,,MA,Foreman,Female,23252,Other,Married,Fully Meets,3,True
1210,Camila,Dunn,2020-12-08,2023-06-10,Production Manager,Ann Collins,BPC,Active,Full-Time,Zone B,Part-Time,Carry parent fight style series challenge.,Production       ,Field Operations,,MA,Top Hand,Female,91039,Asian,Divorced,Fully Meets,3,False
1211,Aurora,Frederick,2018-11-05,2023-03-23,Production Technician II,John Miles,CCDR,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Community probably bad day food place which loss.,Production       ,Field Operations,,MA,Splicer,Male,37834,Other,Widowed,Fully Meets,3,False
1212,Caylee,Nunez,2020-08-26,2023-04-05,Production Technician II,Kevin Mendez,EW,Voluntarily Terminated,Contract,Zone C,Full-Time,Start debate hot fact keep return.,Production       ,Engineers,,MA,Project Manager,Female,46678,Hispanic,Single,Fully Meets,3,False
1213,Tamia,Sharp,2020-02-23,,Production Technician II,Joe Miller,MSC,Active,Part-Time,Zone A,Part-Time,Active,Production       ,Project Management - Con,,MA,Coordinator,Female,41849,White,Married,Fully Meets,3,True
1214,Jaliyah,Gamble,2022-02-12,,Production Technician II,Joshua Barnes,NEL,Active,Full-Time,Zone B,Full-Time,Active,Production       ,Splicing,,MA,Splicer,Female,16422,Asian,Divorced,Fully Meets,3,True
